CUST_ID|NO_OF_CARDS_PURCHASES|NO_OF_CREDIT_CARDS_TRANSACTIONS|NO_OF_DEBIT_CARDS_TRANSACTIONS|NO_OF_TELLER_TRANSACTIONS|NO_OF_ATM_TRANSACTIONS|NO_OF_INTERNATIONAL_CARDS_TRANSACTIONS|NO_OF_INTERNATIONAL_ATM_TRANSACTIONS|NO_OF_E_TRANSACTIONS|VALUE_OF_CARDS_PURCHASES|VALUE_OF_CREDIT_CARDS_TRANSACTIONS|VALUE_OF_DEBIT_CARDS_TRANSACTIONS|VALUE_OF_INTERNATIONAL_CARDS_TRANSACTIONS|VALUE_OF_INTERNATIONAL_ATM_TRANSACTIONS
235338|75|0|80|157|27|0|0|0|2946.210000|0.000000|3246.210000|0.000000|0.000000
235353|17|17|0|5|0|0|0|0|796.840000|796.840000|0.000000|0.000000|0.000000
235370|30|30|0|131|22|0|0|6|904.190000|904.190000|0.000000|0.000000|0.000000
235396|4|0|4|24|0|0|0|0|68.970000|0.000000|68.970000|0.000000|0.000000
235425|6|5|1|20|46|0|0|164|334.200000|251.400000|82.800000|0.000000|0.000000
235446||||7|0|0|0|0||||0.000000|0.000000
235464|6|6|0|44|6|0|0|0|758.340000|758.340000|0.000000|0.000000|0.000000
235496||||8|16|0|0|0||||0.000000|0.000000
235522||||1|0|0|0|0||||0.000000|0.000000
235550|8|8|0|5|0|0|0|0|193.440000|193.440000|0.000000|0.000000|0.000000
235576|19|19|0|13|0|0|0|0|457.960000|457.960000|0.000000|0.000000|0.000000
235598|3|0|3|30|0|0|0|45|84.240000|0.000000|84.240000|0.000000|0.000000
235618|154|154|0|28|0|0|0|0|4414.810000|4414.810000|0.000000|0.000000|0.000000
235644|||||||||||||
235669|31|19|12|73|1|0|0|0|1154.360000|647.870000|506.490000|0.000000|0.000000
235687|139|139|0|84|1|0|0|2|1922.190000|1922.190000|0.000000|0.000000|0.000000
235710|11|11|0|3|0|11|0|0|497.920000|497.920000|0.000000|468.930000|0.000000
235736|46|17|29|16|7|14|0|0|1513.270000|812.700000|700.570000|610.320000|0.000000
235765|1|3|0|65|0|0|0|0|66.000000|1216.000000|0.000000|0.000000|0.000000
235789|23|0|26|44|86|0|2|0|2148.990000|0.000000|2368.210000|0.000000|138.220000
235809|8|8|0|22|1|0|0|0|669.310000|669.310000|0.000000|0.000000|0.000000
235829|||||||||||||
235856||||9|0|0|0|0||||0.000000|0.000000
235888|44|44|0|6|4|0|0|87|1908.840000|1908.840000|0.000000|0.000000|0.000000
235917|50|50|0|1|0|0|0|0|1899.280000|1899.280000|0.000000|0.000000|0.000000
235942|68|0|68|12|0|0|0|0|3061.190000|0.000000|3061.190000|0.000000|0.000000
235965||||11|0|0|0|0||||0.000000|0.000000
235990|38|38|0|82|0|2|0|0|1651.260000|1651.260000|0.000000|280.740000|0.000000
236010|91|91|0|0|0|2|0|0|1743.870000|1743.870000|0.000000|48.200000|0.000000
236033||||20|0|0|0|0||||0.000000|0.000000
236054||||1|2|0|0|0||||0.000000|0.000000
236076|90|90|0|16|0|0|0|0|1719.260000|1719.260000|0.000000|0.000000|0.000000
236097|106|107|0|8|0|18|0|0|4475.110000|4504.110000|0.000000|493.000000|0.000000
236123||||4|8|0|0|0||||0.000000|0.000000
236145|9|0|9|5|0|0|0|0|263.690000|0.000000|263.690000|0.000000|0.000000
236160|1|1|0|29|0|0|0|0|140.000000|140.000000|0.000000|0.000000|0.000000
236186|4|4|0|114|0|0|0|0|182.460000|182.460000|0.000000|0.000000|0.000000
236207||||31|0|0|0|0||||0.000000|0.000000
236228|38|0|38|249|7|20|0|0|2236.200000|0.000000|2236.200000|1107.300000|0.000000
236248|21|0|32|34|43|1|11|0|1074.530000|0.000000|2075.960000|20.430000|1001.430000
236267|17|17|0|0|0|8|0|15|864.360000|864.360000|0.000000|216.530000|0.000000
236284|79|0|79|60|26|0|0|0|4366.670000|0.000000|4366.670000|0.000000|0.000000
236303|||||||||||||
236326|2|2|0|56|2|0|0|0|34.000000|34.000000|0.000000|0.000000|0.000000
236345|124|0|124|1|12|0|0|0|3093.570000|0.000000|3093.570000|0.000000|0.000000
236367|36|36|0|87|2|0|0|3|2517.060000|2517.060000|0.000000|0.000000|0.000000
236383||||5|0|0|0|0||||0.000000|0.000000
236401|6|6|0|7|0|0|0|0|109.250000|109.250000|0.000000|0.000000|0.000000
236431|22|0|22|122|23|0|0|159|389.900000|0.000000|389.900000|0.000000|0.000000
236448|258|12|246|20|5|0|0|0|5880.820000|492.040000|5388.780000|0.000000|0.000000
236473||||25|0|0|0|1||||0.000000|0.000000
236489|73|50|23|310|1|0|0|0|5247.400000|4458.250000|789.150000|0.000000|0.000000
236507|11|0|11|20|140|0|0|0|778.210000|0.000000|778.210000|0.000000|0.000000
236533|67|67|0|80|11|1|0|0|2009.410000|2009.410000|0.000000|43.180000|0.000000
236560||||10|0|0|0|0||||0.000000|0.000000
236585|20|20|0|13|0|0|0|0|872.170000|872.170000|0.000000|0.000000|0.000000
236605|9|9|0|33|7|0|0|0|1750.550000|1750.550000|0.000000|0.000000|0.000000
236633|4|4|0|3|0|0|0|0|180.190000|180.190000|0.000000|0.000000|0.000000
236655|40|0|40|161|2|0|0|9|1244.460000|0.000000|1244.460000|0.000000|0.000000
236691|21|21|0|20|0|0|0|0|1209.410000|1209.410000|0.000000|0.000000|0.000000
236729|||||||||||||
236751|17|17|0|162|6|0|0|0|261.300000|261.300000|0.000000|0.000000|0.000000
236782||||61|0|0|0|0||||0.000000|0.000000
236798|22|22|0|46|0|0|0|0|1051.450000|1051.450000|0.000000|0.000000|0.000000
236822|3|3|0|8|0|0|0|0|215.200000|215.200000|0.000000|0.000000|0.000000
236841|43|43|0|71|0|1|0|0|1800.450000|1800.450000|0.000000|129.030000|0.000000
236867||||90|62|0|0|0||||0.000000|0.000000
236883|3|3|0|3|0|3|0|0|121.460000|121.460000|0.000000|121.460000|0.000000
236905|4|4|0|3|3|0|0|0|369.500000|369.500000|0.000000|0.000000|0.000000
236925|27|0|27|11|9|0|0|0|510.260000|0.000000|510.260000|0.000000|0.000000
236957|||||||||||||
236983||||28|0|0|0|0||||0.000000|0.000000
237005||||17|0|0|0|0||||0.000000|0.000000
237030|54|54|0|37|0|0|0|0|1138.800000|1138.800000|0.000000|0.000000|0.000000
237059|36|36|0|72|5|0|0|0|678.120000|678.120000|0.000000|0.000000|0.000000
237073|61|61|0|49|0|0|0|0|2635.810000|2635.810000|0.000000|0.000000|0.000000
237096|6|0|6|0|0|0|0|0|172.300000|0.000000|172.300000|0.000000|0.000000
237121||||9|0|0|0|0||||0.000000|0.000000
237146|127|127|0|43|0|9|0|2|6909.550000|6909.550000|0.000000|1220.450000|0.000000
237162|71|71|0|89|0|0|0|0|2604.280000|2604.280000|0.000000|0.000000|0.000000
237187|34|34|0|2|0|5|0|0|1522.100000|1522.100000|0.000000|144.120000|0.000000
237225|89|0|89|34|124|0|0|6|1973.060000|0.000000|1973.060000|0.000000|0.000000
237242|18|19|0|11|0|2|0|3|3325.220000|3821.220000|0.000000|147.850000|0.000000
237263|22|22|0|30|2|1|0|147|1184.270000|1184.270000|0.000000|105.200000|0.000000
237290|3|0|3|8|0|0|0|0|107.100000|0.000000|107.100000|0.000000|0.000000
237309||||38|0|0|0|0||||0.000000|0.000000
237326|26|26|0|10|0|0|0|0|1282.200000|1282.200000|0.000000|0.000000|0.000000
237342|34|34|0|4|0|0|0|0|791.260000|791.260000|0.000000|0.000000|0.000000
237370|117|117|0|82|6|0|0|0|3546.630000|3546.630000|0.000000|0.000000|0.000000
237389|5|5|0|5|0|0|0|0|81.800000|81.800000|0.000000|0.000000|0.000000
237405||||2|0|0|0|0||||0.000000|0.000000
237418|3|3|0|11|0|0|0|0|225.450000|225.450000|0.000000|0.000000|0.000000
237438|37|37|0|16|0|0|0|27|1471.100000|1471.100000|0.000000|0.000000|0.000000
237453|119|119|0|8|0|0|0|0|3813.930000|3813.930000|0.000000|0.000000|0.000000
237469||||14|0|0|0|0||||0.000000|0.000000
237503|37|0|37|9|0|0|0|0|1957.480000|0.000000|1957.480000|0.000000|0.000000
237538||||36|0|77|0|88||||3561.230000|0.000000
237562|8|8|0|32|0|0|0|0|653.020000|653.020000|0.000000|0.000000|0.000000
237585|49|49|0|46|0|0|0|0|664.790000|664.790000|0.000000|0.000000|0.000000
237602|1|1|0|8|0|0|0|0|104.140000|104.140000|0.000000|0.000000|0.000000
237634|3|0|3|37|0|3|0|1|130.830000|0.000000|130.830000|130.830000|0.000000
237654|151|151|0|28|0|0|0|1|4218.810000|4218.810000|0.000000|0.000000|0.000000
237680||||5|0|0|0|1||||0.000000|0.000000
237699|23|23|0|0|0|0|0|0|410.760000|410.760000|0.000000|0.000000|0.000000
237731||||53|0|7|0|0||||2615.440000|0.000000
237762|34|34|0|74|14|0|0|16|704.630000|704.630000|0.000000|0.000000|0.000000
237789|21|0|21|62|0|0|0|1|880.910000|0.000000|880.910000|0.000000|0.000000
237819||||3|0|0|0|0||||0.000000|0.000000
237846|91|0|91|2|0|2|0|0|1767.780000|0.000000|1767.780000|48.760000|0.000000
237868||||22|0|0|0|0||||0.000000|0.000000
237900|2|2|0|22|0|0|0|0|135.320000|135.320000|0.000000|0.000000|0.000000
237940||||19|0|0|0|0||||0.000000|0.000000
237968|||||||||||||
237984|5|5|0|58|0|0|0|0|161.240000|161.240000|0.000000|0.000000|0.000000
238007|1|1|0|6|0|0|0|0|44.200000|44.200000|0.000000|0.000000|0.000000
238031||||24|0|0|0|0||||0.000000|0.000000
238054||||1|0|0|0|0||||0.000000|0.000000
238081|55|55|0|0|0|0|0|60|1298.310000|1298.310000|0.000000|0.000000|0.000000
238111|23|23|0|11|0|0|0|0|719.820000|719.820000|0.000000|0.000000|0.000000
238143||||4|0|0|0|0||||0.000000|0.000000
238162|4|0|4|69|39|0|0|0|120.940000|0.000000|120.940000|0.000000|0.000000
238186|73|73|0|479|0|4|0|0|4824.640000|4824.640000|0.000000|279.620000|0.000000
238204|60|0|60|66|28|0|0|0|2048.800000|0.000000|2048.800000|0.000000|0.000000
238240|9|9|0|48|60|0|0|0|390.130000|390.130000|0.000000|0.000000|0.000000
238272|11|12|0|20|4|0|0|0|1052.790000|1092.790000|0.000000|0.000000|0.000000
238290|18|12|6|632|5|3|0|0|1874.390000|1487.980000|386.410000|216.680000|0.000000
238316|23|21|2|76|0|2|0|0|1556.630000|1164.630000|392.000000|100.450000|0.000000
238338|53|59|0|63|14|7|4|1|3143.020000|3838.560000|0.000000|748.350000|202.960000
238356||||8|0|0|0|0||||0.000000|0.000000
238382|85|85|0|2|39|4|0|2|7449.430000|7449.430000|0.000000|920.530000|0.000000
238408|155|155|0|16|13|0|0|36|4042.450000|4042.450000|0.000000|0.000000|0.000000
238455|1|1|0|4|8|0|0|0|156.210000|156.210000|0.000000|0.000000|0.000000
238481|5|5|0|79|0|0|0|0|1852.000000|1852.000000|0.000000|0.000000|0.000000
238508||||3|0|0|0|0||||0.000000|0.000000
238533|88|88|0|15|10|0|0|713|2583.560000|2583.560000|0.000000|0.000000|0.000000
238556|31|31|0|50|36|2|0|220|1590.080000|1590.080000|0.000000|160.030000|0.000000
