CUST_ID|NO_OF_CARDS_PURCHASES|NO_OF_CREDIT_CARDS_TRANSACTIONS|NO_OF_DEBIT_CARDS_TRANSACTIONS|NO_OF_TELLER_TRANSACTIONS|NO_OF_ATM_TRANSACTIONS|NO_OF_INTERNATIONAL_CARDS_TRANSACTIONS|NO_OF_INTERNATIONAL_ATM_TRANSACTIONS|NO_OF_E_TRANSACTIONS|VALUE_OF_CARDS_PURCHASES|VALUE_OF_CREDIT_CARDS_TRANSACTIONS|VALUE_OF_DEBIT_CARDS_TRANSACTIONS|VALUE_OF_INTERNATIONAL_CARDS_TRANSACTIONS|VALUE_OF_INTERNATIONAL_ATM_TRANSACTIONS
76942|1|0|1|0|0|1|0|0|247.070000|0.000000|247.070000|247.070000|0.000000
76977|||||||||||||
77006|1|0|1|0|0|0|0|0|14.590000|0.000000|14.590000|0.000000|0.000000
77042||||1|4|0|0|0||||0.000000|0.000000
77074|90|0|90|48|25|0|0|0|4385.840000|0.000000|4385.840000|0.000000|0.000000
77100|46|0|46|10|17|0|0|0|1777.740000|0.000000|1777.740000|0.000000|0.000000
77131||||23|0|0|0|0||||0.000000|0.000000
77169|28|0|44|3|22|0|0|12|1191.770000|0.000000|1591.770000|0.000000|0.000000
77200||||1|0|0|0|0||||0.000000|0.000000
77235|1|0|1|9|0|0|0|0|10.420000|0.000000|10.420000|0.000000|0.000000
77262||||37|0|0|0|0||||0.000000|0.000000
77293|9|0|10|2|0|8|0|0|13353.550000|0.000000|15766.200000|13210.950000|0.000000
77319|38|0|38|65|12|0|0|0|1055.340000|0.000000|1055.340000|0.000000|0.000000
77344||||11|0|0|0|0||||0.000000|0.000000
77379|1|0|2|31|13|0|0|0|40.390000|0.000000|90.390000|0.000000|0.000000
77397||||1|0|0|0|0||||0.000000|0.000000
77424|66|0|66|52|62|0|0|0|1357.720000|0.000000|1357.720000|0.000000|0.000000
77456|8|0|8|5|5|0|0|0|269.960000|0.000000|269.960000|0.000000|0.000000
77481|||||||||||||
77513||||6|0|0|0|0||||0.000000|0.000000
77540|72|0|118|0|30|69|30|87|11486.450000|0.000000|16329.510000|9612.640000|2790.490000
77579|3|0|3|0|11|0|0|0|75.920000|0.000000|75.920000|0.000000|0.000000
77628|78|0|78|32|89|0|0|0|5493.920000|0.000000|5493.920000|0.000000|0.000000
77664||||21|0|0|0|0||||0.000000|0.000000
77704|||||||||||||
77745|4|0|4|0|11|0|0|0|156.010000|0.000000|156.010000|0.000000|0.000000
77780|5|0|5|0|0|5|0|0|2032.850000|0.000000|2032.850000|2032.850000|0.000000
77810|1|0|1|37|6|0|0|0|50.000000|0.000000|50.000000|0.000000|0.000000
77839|49|0|63|40|27|36|10|248|1993.050000|0.000000|2923.060000|1587.440000|514.490000
77865|16|0|20|20|4|0|0|0|465.530000|0.000000|965.530000|0.000000|0.000000
77877|55|0|57|135|61|17|0|31|2414.090000|0.000000|2622.350000|1118.310000|0.000000
77904|||||||||||||
77947|1|0|2|60|12|0|0|0|19.500000|0.000000|69.500000|0.000000|0.000000
77968||||0|1|0|0|0||||0.000000|0.000000
78004|73|0|74|37|107|0|0|0|3643.310000|0.000000|3646.910000|0.000000|0.000000
78031|4|0|4|16|23|0|0|0|309.000000|0.000000|309.000000|0.000000|0.000000
78072|||||||||||||
78112||||1|0|0|0|0||||0.000000|0.000000
78127||||1|0|0|0|0||||0.000000|0.000000
78156|121|0|124|25|56|0|0|97|3302.960000|0.000000|3532.960000|0.000000|0.000000
78190||||8|0|0|0|0||||0.000000|0.000000
78219||||2|0|0|0|0||||0.000000|0.000000
78245||||1|0|0|0|0||||0.000000|0.000000
78274|3|0|3|5|0|0|0|0|99.000000|0.000000|99.000000|0.000000|0.000000
78297||||8|0|0|0|0||||0.000000|0.000000
78321||||11|0|0|0|0||||0.000000|0.000000
78341|25|0|26|10|3|0|0|0|152.350000|0.000000|156.340000|0.000000|0.000000
78363||||2|0|0|0|0||||0.000000|0.000000
78400|3|0|3|17|14|0|0|0|73.280000|0.000000|73.280000|0.000000|0.000000
78426|1|0|1|1|0|0|0|0|18.000000|0.000000|18.000000|0.000000|0.000000
78449|78|0|80|141|63|0|0|0|1271.370000|0.000000|1341.370000|0.000000|0.000000
78482||||6|0|0|0|0||||0.000000|0.000000
78502|||||||||||||
78535|68|0|68|31|44|0|0|0|1767.190000|0.000000|1767.190000|0.000000|0.000000
78568||||2|0|0|0|0||||0.000000|0.000000
78626|6|0|7|19|21|0|0|26|370.670000|0.000000|420.670000|0.000000|0.000000
78645||||3|1|0|0|0||||0.000000|0.000000
78664||||26|0|0|0|0||||0.000000|0.000000
78689|||||||||||||
78718|5|0|5|25|7|0|0|0|171.730000|0.000000|171.730000|0.000000|0.000000
78738|||||||||||||
78772|5|0|5|5|0|0|0|0|49.370000|0.000000|49.370000|0.000000|0.000000
78793||||31|6|0|0|137||||0.000000|0.000000
78811|11|0|11|23|6|0|0|0|322.540000|0.000000|322.540000|0.000000|0.000000
78834|80|0|83|169|29|2|3|100|1219.880000|0.000000|1286.710000|200.770000|66.830000
78854||||1|0|0|0|0||||0.000000|0.000000
78894|28|0|32|31|60|0|0|0|957.790000|0.000000|1157.790000|0.000000|0.000000
78920||||2|0|0|0|0||||0.000000|0.000000
78960|254|0|256|27|60|36|0|8014|4200.830000|0.000000|4234.020000|491.040000|0.000000
78996||||3|0|0|0|0||||0.000000|0.000000
79022||||1|0|0|0|0||||0.000000|0.000000
79057||||47|0|0|0|21||||0.000000|0.000000
79086|38|0|56|0|15|30|15|0|7394.400000|0.000000|8645.090000|5307.100000|1080.090000
79130||||39|1|0|0|0||||0.000000|0.000000
79179|5|0|5|33|0|0|0|0|146.300000|0.000000|146.300000|0.000000|0.000000
79225|45|0|45|5|0|44|0|0|20261.780000|0.000000|20261.780000|20208.570000|0.000000
79259||||69|1|0|0|0||||0.000000|0.000000
79296||||1|0|0|0|0||||0.000000|0.000000
79351|30|25|5|38|41|0|0|2|495.650000|443.520000|52.130000|0.000000|0.000000
79409||||332|0|0|0|0||||0.000000|0.000000
79435|0|0|1|0|0|0|0|0|0.000000|0.000000|10.000000|0.000000|0.000000
79501|||||||||||||
79547||||16|4|0|0|0||||0.000000|0.000000
79572|17|0|21|0|5|13|4|0|1627.560000|0.000000|1831.930000|415.820000|204.370000
79624||||7|12|0|0|0||||0.000000|0.000000
79663|184|0|214|1|20|164|20|0|24372.570000|0.000000|29523.160000|22084.370000|3348.470000
79699||||26|0|0|0|0||||0.000000|0.000000
79728||||17|0|0|0|0||||0.000000|0.000000
79755||||1|0|0|0|0||||0.000000|0.000000
79783|4|0|4|0|4|0|0|0|26.020000|0.000000|26.020000|0.000000|0.000000
79817|23|0|27|11|17|0|0|0|604.750000|0.000000|714.750000|0.000000|0.000000
79852||||9|0|0|0|0||||0.000000|0.000000
79883||||1|0|0|0|0||||0.000000|0.000000
79914|18|0|19|33|24|0|0|0|403.710000|0.000000|585.110000|0.000000|0.000000
79945||||64|35|0|0|0||||0.000000|0.000000
79989||||32|0|0|0|0||||0.000000|0.000000
80039|47|45|3|95|23|3|0|0|1579.130000|1645.640000|30.000000|208.090000|0.000000
80069|5|5|0|9|0|1|0|0|181.240000|181.240000|0.000000|16.050000|0.000000
80108|||||||||||||
80131|10|0|12|12|63|0|0|0|274.190000|0.000000|304.190000|0.000000|0.000000
80173|106|0|106|73|56|3|0|2|3027.360000|0.000000|3027.360000|57.080000|0.000000
80209|33|0|44|83|69|6|0|0|1670.680000|0.000000|1968.680000|514.340000|0.000000
80227|8|0|8|0|21|0|0|0|250.280000|0.000000|250.280000|0.000000|0.000000
80262|||||||||||||
80309|62|0|78|0|74|2|5|0|2391.600000|0.000000|3989.280000|49.390000|509.450000
80346|204|0|204|0|85|0|0|0|4476.480000|0.000000|4476.480000|0.000000|0.000000
80384|34|0|34|56|8|0|0|0|1260.830000|0.000000|1260.830000|0.000000|0.000000
80419|2|0|2|0|0|1|0|0|3872.980000|0.000000|3872.980000|672.980000|0.000000
80449|111|0|142|39|31|102|31|1|17660.090000|0.000000|20007.200000|17363.760000|2347.110000
80483|12|0|12|32|7|0|0|0|238.900000|0.000000|238.900000|0.000000|0.000000
80507|2|0|4|2|9|0|0|0|86.980000|0.000000|296.980000|0.000000|0.000000
80548|12|0|12|159|7|0|0|0|382.550000|0.000000|382.550000|0.000000|0.000000
80572|1|0|1|2|3|0|0|0|29.500000|0.000000|29.500000|0.000000|0.000000
80593|15|0|15|37|30|0|0|0|616.630000|0.000000|616.630000|0.000000|0.000000
80609||||4|0|0|0|0||||0.000000|0.000000
80635|33|0|47|7|8|34|8|0|1339.750000|0.000000|2631.690000|1447.270000|1020.740000
80655|6|0|7|38|4|0|0|0|226.100000|0.000000|326.100000|0.000000|0.000000
80694|24|0|24|81|28|0|0|58|631.500000|0.000000|631.500000|0.000000|0.000000
80720|4|0|4|4|3|0|0|0|188.800000|0.000000|188.800000|0.000000|0.000000
80757||||39|0|0|0|10||||0.000000|0.000000
80785||||2|0|0|0|0||||0.000000|0.000000
80803|19|0|19|5|2|0|0|23|657.700000|0.000000|657.700000|0.000000|0.000000
80836|44|0|46|50|10|2|1|0|3528.200000|0.000000|3854.640000|410.760000|148.620000
80854|||||||||||||
80869||||0|1|0|0|0||||0.000000|0.000000
80888||||41|48|0|0|0||||0.000000|0.000000
80916|13|0|13|0|13|8|0|0|1078.800000|0.000000|1078.800000|422.100000|0.000000
80940||||10|0|0|0|0||||0.000000|0.000000
80962|15|0|15|77|11|0|0|4|520.100000|0.000000|520.100000|0.000000|0.000000
80999|1|0|1|39|0|0|0|0|60.600000|0.000000|60.600000|0.000000|0.000000
81020|4|0|7|13|15|0|0|0|117.000000|0.000000|177.000000|0.000000|0.000000
81076|23|0|27|22|64|0|0|0|1243.820000|0.000000|1453.820000|0.000000|0.000000
81108|1|0|1|19|23|0|0|0|6.150000|0.000000|6.150000|0.000000|0.000000
81132|||||||||||||
81158|8|0|8|20|0|0|0|0|571.900000|0.000000|571.900000|0.000000|0.000000
81191||||1|0|0|0|0||||0.000000|0.000000
81218|51|51|0|96|0|20|0|0|3764.170000|3764.170000|0.000000|1216.670000|0.000000
81240||||1|0|0|0|0||||0.000000|0.000000
81256|1|0|1|31|0|0|0|0|51.750000|0.000000|51.750000|0.000000|0.000000
81279|1|0|2|22|37|0|0|0|7.190000|0.000000|17.190000|0.000000|0.000000
81301|1|0|1|6|30|0|0|0|15.060000|0.000000|15.060000|0.000000|0.000000
81325||||2|0|0|0|0||||0.000000|0.000000
81345|8|0|8|18|35|0|0|0|127.050000|0.000000|127.050000|0.000000|0.000000
81390|1|0|7|4|28|0|0|0|8.750000|0.000000|368.750000|0.000000|0.000000
81431|2|0|2|40|44|0|0|0|86.120000|0.000000|86.120000|0.000000|0.000000
81459||||10|13|0|0|0||||0.000000|0.000000
81490||||15|0|0|0|0||||0.000000|0.000000
81521|15|0|18|80|2|0|0|0|566.110000|0.000000|920.610000|0.000000|0.000000
81561||||44|0|0|0|0||||0.000000|0.000000
81604|2|0|2|10|0|0|0|0|30.500000|0.000000|30.500000|0.000000|0.000000
81641|||||||||||||
81660||||14|8|0|0|0||||0.000000|0.000000
81687||||41|0|0|0|0||||0.000000|0.000000
81703||||14|0|0|0|0||||0.000000|0.000000
81738||||23|2|0|0|0||||0.000000|0.000000
81757||||20|0|0|0|0||||0.000000|0.000000
81772|88|0|99|53|106|0|0|0|1320.260000|0.000000|1610.260000|0.000000|0.000000
81812|10|0|43|15|67|2|0|0|134.520000|0.000000|604.520000|51.990000|0.000000
81835|68|25|45|111|32|0|0|0|1378.010000|580.730000|937.280000|0.000000|0.000000
81871|||||||||||||
81910||||2|1|0|0|0||||0.000000|0.000000
81940|2|0|2|0|0|0|0|0|161.340000|0.000000|161.340000|0.000000|0.000000
81966|54|0|54|5|11|0|0|0|1255.360000|0.000000|1255.360000|0.000000|0.000000
81992||||2|0|0|0|0||||0.000000|0.000000
82019|5|0|5|4|0|0|0|0|262.880000|0.000000|262.880000|0.000000|0.000000
82051||||4|0|0|0|0||||0.000000|0.000000
82080||||12|43|0|0|0||||0.000000|0.000000
82099|22|22|0|13|11|18|0|92|1755.920000|1755.920000|0.000000|1087.370000|0.000000
82125|||||||||||||
82154|22|0|22|23|5|0|0|2|608.160000|0.000000|608.160000|0.000000|0.000000
82182|0|0|1|0|8|0|0|0|0.000000|0.000000|100.000000|0.000000|0.000000
82218|77|0|77|2|0|68|0|0|8903.520000|0.000000|8903.520000|8394.910000|0.000000
82242||||29|0|0|0|1||||0.000000|0.000000
82268|13|0|13|13|0|6|0|0|458.830000|0.000000|458.830000|895.820000|0.000000
82295|1|0|1|66|0|0|0|14|17.950000|0.000000|17.950000|0.000000|0.000000
82325|||||||||||||
82365||||3|8|0|0|0||||0.000000|0.000000
82422||||8|0|0|0|0||||0.000000|0.000000
82444||||119|0|0|0|0||||0.000000|0.000000
82475|122|0|122|2|129|0|0|0|2973.620000|0.000000|2973.620000|0.000000|0.000000
82506|11|0|11|0|0|11|0|0|836.660000|0.000000|836.660000|836.660000|0.000000
82551||||7|0|0|0|0||||0.000000|0.000000
82571|30|0|30|60|16|8|0|0|3327.070000|0.000000|3327.070000|1339.870000|0.000000
82606|47|0|50|72|52|0|0|0|2653.610000|0.000000|2883.610000|0.000000|0.000000
82633|1|0|1|66|0|0|0|0|7.370000|0.000000|7.370000|0.000000|0.000000
82664|3|0|3|8|13|0|0|0|27.910000|0.000000|27.910000|0.000000|0.000000
82691||||3|0|0|0|0||||0.000000|0.000000
82748||||0|18|0|0|0||||0.000000|0.000000
82793||||13|14|0|0|0||||0.000000|0.000000
82826|46|0|46|0|4|0|0|0|1361.260000|0.000000|1361.260000|0.000000|0.000000
82864||||7|0|0|0|0||||0.000000|0.000000
82888|9|0|9|2|35|0|0|0|302.140000|0.000000|302.140000|0.000000|0.000000
82917|17|0|17|62|0|0|0|0|1567.820000|0.000000|1567.820000|0.000000|0.000000
82966|||||||||||||
83002|23|0|26|82|4|7|0|1|348.910000|0.000000|555.730000|46.950000|0.000000
83037||||13|0|0|0|0||||0.000000|0.000000
83088|5|0|5|16|31|0|0|0|67.920000|0.000000|67.920000|0.000000|0.000000
83110|||||||||||||
83130||||14|0|0|0|0||||0.000000|0.000000
83159|||||||||||||
83199|||||||||||||
83215|5|0|5|1|40|0|0|0|212.390000|0.000000|212.390000|0.000000|0.000000
83261|16|0|16|313|20|0|0|0|1957.400000|0.000000|1957.400000|0.000000|0.000000
83312||||11|0|0|0|0||||0.000000|0.000000
83376|40|0|45|26|83|0|0|0|943.520000|0.000000|1043.520000|0.000000|0.000000
83421|8|0|8|15|86|0|0|0|109.730000|0.000000|109.730000|0.000000|0.000000
83473|39|0|40|52|18|0|0|0|2897.120000|0.000000|3097.120000|0.000000|0.000000
83508|||||||||||||
83535|72|0|75|4|19|0|0|0|1602.480000|0.000000|1662.480000|0.000000|0.000000
83588|71|0|90|45|46|18|13|74|2621.980000|0.000000|3283.080000|681.650000|473.980000
83606|1|0|1|27|0|0|0|7|90.000000|0.000000|90.000000|0.000000|0.000000
83661|60|0|60|53|32|2|0|0|1292.800000|0.000000|1292.800000|46.370000|0.000000
83692|31|0|37|0|98|0|0|0|1513.210000|0.000000|2343.210000|0.000000|0.000000
83733|7|0|27|57|130|0|0|2|150.070000|0.000000|1290.070000|0.000000|0.000000
83760|18|0|38|70|21|0|0|1|1065.470000|0.000000|2655.470000|0.000000|0.000000
83775||||1|0|0|0|0||||0.000000|0.000000
83800|3|0|3|203|3|0|0|0|281.250000|0.000000|281.250000|0.000000|0.000000
83825|35|0|35|101|7|0|0|0|813.110000|0.000000|813.110000|0.000000|0.000000
83865|113|113|0|41|0|0|0|0|6046.890000|6046.890000|0.000000|0.000000|0.000000
83906|||||||||||||
83946||||1|0|0|0|0||||0.000000|0.000000
83974|1|0|1|1|0|0|0|0|140.000000|0.000000|140.000000|0.000000|0.000000
84003|38|0|46|15|61|0|0|0|1584.140000|0.000000|2154.140000|0.000000|0.000000
84028|3|3|0|50|22|0|0|0|77.810000|77.810000|0.000000|0.000000|0.000000
84057|20|0|20|51|0|13|0|53|809.900000|0.000000|809.900000|505.300000|0.000000
84083|0|0|5|10|5|0|0|0|0.000000|0.000000|130.000000|0.000000|0.000000
84116|||||||||||||
84145|37|0|38|37|14|2|0|0|966.930000|0.000000|976.930000|67.110000|0.000000
84181|0|0|25|52|121|0|0|0|0.000000|0.000000|500.000000|0.000000|0.000000
84216|205|0|221|47|39|54|6|0|10941.780000|0.000000|12799.310000|3346.670000|860.030000
84242|42|0|42|7|15|0|0|0|945.090000|0.000000|945.090000|0.000000|0.000000
84284||||18|32|0|0|0||||0.000000|0.000000
84311|68|0|78|46|65|0|0|0|4237.990000|0.000000|4999.970000|0.000000|0.000000
84355|3|3|0|106|0|0|0|2|44.720000|44.720000|0.000000|0.000000|0.000000
84382||||21|0|0|0|0||||0.000000|0.000000
84402|2|0|2|17|17|0|0|0|104.000000|0.000000|104.000000|0.000000|0.000000
84427||||7|0|0|0|0||||0.000000|0.000000
84444|40|0|40|63|34|0|0|0|915.830000|0.000000|915.830000|0.000000|0.000000
84468||||141|0|0|0|0||||0.000000|0.000000
84506|15|0|15|5|0|15|0|139|1703.210000|0.000000|1703.210000|1703.210000|0.000000
84532|6|0|6|26|24|0|0|0|334.710000|0.000000|334.710000|0.000000|0.000000
84562|2|0|2|4|13|0|0|0|112.900000|0.000000|112.900000|0.000000|0.000000
84583|||||||||||||
84605|1|0|5|231|76|0|0|0|18.000000|0.000000|308.000000|0.000000|0.000000
84627||||14|10|0|0|0||||0.000000|0.000000
84653||||3|0|0|0|0||||0.000000|0.000000
84681|26|0|29|8|27|0|0|0|9213.560000|0.000000|9333.560000|0.000000|0.000000
84701|||||||||||||
84724|1|0|2|7|11|0|0|0|700.000000|0.000000|710.000000|0.000000|0.000000
84756||||3|0|0|0|0||||0.000000|0.000000
84799||||8|0|0|0|0||||0.000000|0.000000
84821||||17|0|0|0|0||||0.000000|0.000000
84852|39|0|42|14|59|0|0|0|1996.630000|0.000000|2396.630000|0.000000|0.000000
84872|3|0|3|16|0|0|0|0|50.300000|0.000000|50.300000|0.000000|0.000000
84904|10|0|10|68|24|0|0|164|700.660000|0.000000|700.660000|0.000000|0.000000
84945|||||||||||||
84964|95|0|189|103|60|111|60|156|21955.870000|0.000000|41954.560000|34419.090000|4715.820000
85008|11|0|25|106|29|0|0|0|229.030000|0.000000|959.030000|0.000000|0.000000
85028||||45|0|0|0|0||||0.000000|0.000000
85055||||25|0|0|0|0||||0.000000|0.000000
85080||||1|0|0|0|0||||0.000000|0.000000
85106|34|0|34|22|43|0|0|291|1184.770000|0.000000|1184.770000|0.000000|0.000000
85124||||12|10|0|0|0||||0.000000|0.000000
85158||||1|0|0|0|0||||0.000000|0.000000
85196||||9|17|0|0|0||||0.000000|0.000000
85229||||9|0|0|0|0||||0.000000|0.000000
85254||||3|0|0|0|0||||0.000000|0.000000
85284|87|0|88|0|0|75|0|0|28354.270000|0.000000|30280.380000|26489.290000|0.000000
85320||||3|0|0|0|0||||0.000000|0.000000
85382|0|0|3|17|3|0|0|0|0.000000|0.000000|220.000000|0.000000|0.000000
85407||||25|0|0|0|0||||0.000000|0.000000
85464||||10|0|0|0|0||||0.000000|0.000000
85500||||15|0|0|0|0||||0.000000|0.000000
85526||||2|0|0|0|0||||0.000000|0.000000
85544|||||||||||||
85576||||11|0|0|0|0||||0.000000|0.000000
85598||||1|0|0|0|0||||0.000000|0.000000
85638||||18|7|0|0|0||||0.000000|0.000000
85656||||1|0|0|0|0||||0.000000|0.000000
85690||||18|5|0|0|25||||0.000000|0.000000
85711|61|0|61|78|16|5|0|0|3552.060000|0.000000|3552.060000|406.730000|0.000000
85736|492|0|493|12|7|0|0|0|21761.030000|0.000000|22195.530000|0.000000|0.000000
85771|1|0|1|1|0|0|0|0|27.190000|0.000000|27.190000|0.000000|0.000000
85808|112|0|133|0|14|109|14|0|5043.200000|0.000000|9702.300000|6232.450000|2976.310000
85837|2|0|2|0|0|2|0|0|39.730000|0.000000|39.730000|39.730000|0.000000
85890||||23|7|0|0|0||||0.000000|0.000000
85924|34|0|34|2|0|0|0|0|785.920000|0.000000|785.920000|0.000000|0.000000
85944|42|0|46|52|73|4|4|1|2873.200000|0.000000|3105.590000|357.380000|232.390000
85977|||||||||||||
85994||||4|3|0|0|0||||0.000000|0.000000
86058|9|0|9|1|3|0|0|0|537.870000|0.000000|537.870000|0.000000|0.000000
86094|55|51|4|147|3|1|0|36|1489.390000|1441.600000|47.790000|21.610000|0.000000
86116||||1|3|0|0|0||||0.000000|0.000000
86138|4|0|4|11|19|0|0|0|18.600000|0.000000|18.600000|0.000000|0.000000
86157|22|0|22|1|1|0|0|0|1832.130000|0.000000|1832.130000|0.000000|0.000000
86193|4|0|4|39|3|4|0|0|157.100000|0.000000|157.100000|157.100000|0.000000
86215|2|0|2|13|0|0|0|0|32.000000|0.000000|32.000000|0.000000|0.000000
86248|||||||||||||
86270|||||||||||||
86302||||5|2|0|0|0||||0.000000|0.000000
86331||||58|0|0|0|0||||0.000000|0.000000
86348|13|0|13|0|72|0|0|0|784.420000|0.000000|784.420000|0.000000|0.000000
86380|||||||||||||
86417||||4|0|0|0|0||||0.000000|0.000000
86432|42|0|42|39|0|0|0|0|480.900000|0.000000|480.900000|0.000000|0.000000
86452||||2|0|0|0|0||||0.000000|0.000000
86466|32|0|85|0|33|36|33|0|3196.750000|0.000000|10097.970000|4427.790000|4305.840000
86490|2|0|2|0|0|0|0|0|43.990000|0.000000|43.990000|0.000000|0.000000
86519|62|0|98|1|14|74|14|0|5236.600000|0.000000|11815.630000|7903.500000|2747.100000
86534||||9|18|0|0|0||||0.000000|0.000000
86562||||21|20|0|0|0||||0.000000|0.000000
86586|2|0|2|88|0|0|0|3|107.600000|0.000000|107.600000|0.000000|0.000000
86604|7|7|0|8|0|0|0|0|1199.000000|1199.000000|0.000000|0.000000|0.000000
86626|||||||||||||
86646|||||||||||||
86668|1|0|1|6|38|0|0|0|299.000000|0.000000|299.000000|0.000000|0.000000
86691|95|0|95|46|70|0|0|220|3621.700000|0.000000|3621.700000|0.000000|0.000000
86716|8|0|8|13|45|0|0|0|104.520000|0.000000|104.520000|0.000000|0.000000
86740||||6|0|0|0|0||||0.000000|0.000000
86785|||||||||||||
86820|75|75|0|61|0|2|0|0|1835.320000|1835.320000|0.000000|31.410000|0.000000
86851||||5|5|0|0|0||||0.000000|0.000000
86909|0|0|8|34|38|0|0|2|0.000000|0.000000|330.000000|0.000000|0.000000
86947||||61|0|0|0|0||||0.000000|0.000000
86975||||8|6|0|0|0||||0.000000|0.000000
87012|7|0|10|58|14|0|0|0|248.460000|0.000000|328.460000|0.000000|0.000000
87057||||52|0|0|0|0||||0.000000|0.000000
87087|35|0|35|14|27|0|0|0|1044.910000|0.000000|1044.910000|0.000000|0.000000
87125|30|0|32|12|15|18|2|144|182.320000|0.000000|374.250000|60.530000|191.930000
87158||||8|2|0|0|0||||0.000000|0.000000
87181||||1|0|0|0|0||||0.000000|0.000000
87204|2|0|2|13|0|0|0|0|62.300000|0.000000|62.300000|0.000000|0.000000
87221|||||||||||||
87259||||2|5|0|0|0||||0.000000|0.000000
87305||||6|0|0|0|0||||0.000000|0.000000
87338|29|0|32|81|18|0|0|31|1414.090000|0.000000|1724.090000|0.000000|0.000000
87358|111|107|31|120|24|85|20|0|8153.330000|7769.820000|1413.980000|6823.150000|676.020000
87390||||8|0|0|0|0||||0.000000|0.000000
87414|59|0|59|0|49|0|0|0|1379.300000|0.000000|1379.300000|0.000000|0.000000
87473|||||||||||||
87522||||3|0|0|0|0||||0.000000|0.000000
87543|||||||||||||
87567|7|12|1|18|56|3|5|0|387.470000|1171.090000|48.900000|131.720000|713.940000
87597||||86|0|0|0|0||||0.000000|0.000000
87642|4|0|4|6|52|0|0|0|104.350000|0.000000|104.350000|0.000000|0.000000
87690|8|0|8|46|5|0|0|25|364.950000|0.000000|364.950000|0.000000|0.000000
87721||||15|16|0|0|0||||0.000000|0.000000
87771|5|0|7|46|6|0|0|0|136.170000|0.000000|236.170000|0.000000|0.000000
87802|2|0|2|12|0|0|0|0|39.900000|0.000000|39.900000|0.000000|0.000000
87824||||10|7|0|0|0||||0.000000|0.000000
87838||||1|1|0|0|0||||0.000000|0.000000
87881|64|0|75|5|10|56|8|0|3482.510000|0.000000|4368.520000|3175.390000|762.540000
87915|2|10|0|0|5|3|5|0|263.630000|1241.990000|0.000000|495.790000|553.420000
87939|9|9|0|4|0|0|0|0|706.500000|706.500000|0.000000|0.000000|0.000000
87967||||1|0|0|0|0||||0.000000|0.000000
88014||||1|0|0|0|0||||0.000000|0.000000
88042||||15|0|0|0|0||||0.000000|0.000000
88078||||145|1|0|0|4||||0.000000|0.000000
88109|1|0|1|3|0|0|0|0|32.400000|0.000000|32.400000|0.000000|0.000000
88133||||5|0|0|0|0||||0.000000|0.000000
88163||||75|0|0|0|12||||0.000000|0.000000
88199|13|0|13|70|21|0|0|0|257.990000|0.000000|257.990000|0.000000|0.000000
88226||||51|0|0|0|45||||0.000000|0.000000
88251|62|0|62|0|47|0|0|0|923.910000|0.000000|923.910000|0.000000|0.000000
88316|57|1|56|5|35|0|0|0|1014.460000|22.000000|992.460000|0.000000|0.000000
88334|9|0|9|38|0|0|0|0|354.760000|0.000000|354.760000|0.000000|0.000000
88377|22|0|27|3|1|6|0|0|589.780000|0.000000|1172.300000|266.160000|0.000000
88434|||||||||||||
88471||||23|2|0|0|26||||0.000000|0.000000
88495|110|0|119|28|142|5|2|0|4445.900000|0.000000|4944.300000|234.190000|76.280000
88546||||33|0|0|0|0||||0.000000|0.000000
88570|73|0|75|61|9|0|0|0|3419.320000|0.000000|3819.320000|0.000000|0.000000
88580|1|0|2|0|7|0|0|0|21.970000|0.000000|221.970000|0.000000|0.000000
88598|44|0|44|53|0|0|0|4|6917.020000|0.000000|6917.020000|0.000000|0.000000
88649|10|0|10|127|1|0|0|6|392.070000|0.000000|392.070000|0.000000|0.000000
88666|1|0|1|13|0|0|0|0|200.000000|0.000000|200.000000|0.000000|0.000000
88713|0|0|2|18|48|0|0|0|0.000000|0.000000|250.000000|0.000000|0.000000
88744|60|0|65|20|122|0|0|0|1178.260000|0.000000|1438.260000|0.000000|0.000000
88776||||13|11|0|0|0||||0.000000|0.000000
88810||||2|1|0|0|0||||0.000000|0.000000
88850|1|0|1|17|9|0|0|0|88.080000|0.000000|88.080000|0.000000|0.000000
88876|58|0|58|13|22|5|0|0|1656.380000|0.000000|1656.380000|115.890000|0.000000
88911|90|0|90|29|19|0|0|0|4504.680000|0.000000|4504.680000|0.000000|0.000000
88951||||1|0|0|0|0||||0.000000|0.000000
88977||||2|0|0|0|0||||0.000000|0.000000
89008|40|0|51|45|51|0|0|0|938.880000|0.000000|1218.880000|0.000000|0.000000
89045||||2|0|0|0|0||||0.000000|0.000000
89080|21|0|21|19|10|0|0|0|110.160000|0.000000|110.160000|0.000000|0.000000
89097|5|0|24|20|43|0|0|0|63.950000|0.000000|393.950000|0.000000|0.000000
89136|4|0|4|6|29|0|0|0|60.120000|0.000000|60.120000|0.000000|0.000000
89197|10|0|25|36|52|0|0|0|239.010000|0.000000|1569.010000|0.000000|0.000000
89233|7|0|13|53|58|4|0|0|157.060000|0.000000|486.430000|284.760000|0.000000
89269|1|0|1|6|0|0|0|0|2.890000|0.000000|2.890000|0.000000|0.000000
89310|52|0|54|70|28|0|0|0|1132.630000|0.000000|1182.630000|0.000000|0.000000
89329|9|0|9|28|11|0|0|0|432.950000|0.000000|432.950000|0.000000|0.000000
89358|35|0|36|43|24|0|0|0|1349.630000|0.000000|1399.630000|0.000000|0.000000
